image,method,ratio,speedup,sim_vs_baseline,sim_vs_gt,baseline_acc,time
000000365208.jpg,baseline,1.0,1.0,1.0,0.5208585858345032,0.5208585858345032,9.431591791013489
000000365208.jpg,attention,0.1,1.2697038755352152,0.33241644501686096,0.2761240601539612,0.5208585858345032,7.428182250005193
000000365208.jpg,attention,0.3,1.8819599118128476,0.4391086995601654,0.4133481979370117,0.5208585858345032,5.011579540994717
000000365208.jpg,attention,0.5,5.206948110075989,0.4098626971244812,0.3498013913631439,0.5208585858345032,1.8113473750127014
000000365208.jpg,attention,0.7,0.9429276942182686,0.5487726926803589,0.47067177295684814,0.5208585858345032,10.002454959001625
000000365208.jpg,similarity,0.1,6.159707916183808,0.44309911131858826,0.7937115430831909,0.5208585858345032,1.5311751659901347
000000365208.jpg,similarity,0.3,10.51099084623159,0.2925533056259155,0.4810072183609009,0.5208585858345032,0.8973075829853769
000000365208.jpg,similarity,0.5,8.067519754612805,0.2925533056259155,0.4810072183609009,0.5208585858345032,1.1690819580107927
000000365208.jpg,similarity,0.7,1.754511595686805,0.7385615110397339,0.4788886308670044,0.5208585858345032,5.37562237502425
000000365208.jpg,norm,0.1,4.322652702772317,0.6738447546958923,0.44846734404563904,0.5208585858345032,2.1818990419851616
000000365208.jpg,norm,0.3,4.902489859609036,0.7580972909927368,0.4726535975933075,0.5208585858345032,1.9238370830134954
000000365208.jpg,norm,0.5,1.3022327075821574,0.797046959400177,0.6342225074768066,0.5208585858345032,7.242631624976639
000000365208.jpg,norm,0.7,1.0767001804100098,0.9217414855957031,0.572568953037262,0.5208585858345032,8.759719708992634
000000442746.jpg,baseline,1.0,1.0,1.0,0.6936434507369995,0.6936434507369995,5.607246750005288
000000442746.jpg,attention,0.1,2.4289933539083615,0.4541752338409424,0.3013390898704529,0.6936434507369995,2.308465250011068
000000442746.jpg,attention,0.3,1.2703643130981201,0.8094488382339478,0.5741115212440491,0.6936434507369995,4.413888750015758
000000442746.jpg,attention,0.5,1.027172731725158,0.7945221662521362,0.5936198830604553,0.6936434507369995,5.4589131670072675
000000442746.jpg,attention,0.7,0.6425097121667659,0.7265001535415649,0.505209743976593,0.6936434507369995,8.72710037502111
000000442746.jpg,similarity,0.1,2.3911399735371153,0.6830674409866333,0.6332488059997559,0.6936434507369995,2.3450098329922184
000000442746.jpg,similarity,0.3,1.6570407964277791,0.8122231364250183,0.6766160726547241,0.6936434507369995,3.3838917919783853
000000442746.jpg,similarity,0.5,1.4019842924429406,0.9009198546409607,0.6899898052215576,0.6936434507369995,3.9995075410115533
000000442746.jpg,similarity,0.7,1.4342231280223956,0.9341405630111694,0.6861697435379028,0.6936434507369995,3.909605583990924
000000442746.jpg,norm,0.1,1.3041645536328803,0.6866756677627563,0.5357456207275391,0.6936434507369995,4.299493291997351
000000442746.jpg,norm,0.3,0.7618450086267616,0.8613858222961426,0.7064093947410583,0.6936434507369995,7.360088582994649
000000442746.jpg,norm,0.5,1.4717791483439928,0.8710427284240723,0.6612005233764648,0.6936434507369995,3.80984250002075
000000442746.jpg,norm,0.7,1.6111090519450446,0.8801001906394958,0.7144443988800049,0.6936434507369995,3.4803644999919925
000000256192.jpg,baseline,1.0,1.0,1.0,0.7812964916229248,0.7812964916229248,2.2512930000084452
000000256192.jpg,attention,0.1,1.1924811164937081,0.27214473485946655,0.3354211747646332,0.7812964916229248,1.887906624993775
000000256192.jpg,attention,0.3,0.44770742502048566,0.3615944981575012,0.4018803834915161,0.7812964916229248,5.028491542005213
000000256192.jpg,attention,0.5,0.33001380682752574,0.5906360745429993,0.5993524789810181,0.7812964916229248,6.821814583003288
000000256192.jpg,attention,0.7,0.3785240870003541,0.6760061383247375,0.6919445395469666,0.7812964916229248,5.947555459017167
000000256192.jpg,similarity,0.1,1.6405063686578663,0.9305907487869263,0.7787559032440186,0.7812964916229248,1.372315915999934
000000256192.jpg,similarity,0.3,2.2873154553713104,0.8657501935958862,0.8019380569458008,0.7812964916229248,0.9842512079922017
000000256192.jpg,similarity,0.5,2.2414380514327696,0.8657501935958862,0.8019380569458008,0.7812964916229248,1.0043967079836875
000000256192.jpg,similarity,0.7,1.5336461139402329,0.9861395955085754,0.798291027545929,0.7812964916229248,1.4679351250233594
000000256192.jpg,norm,0.1,1.5017234045791465,0.8657501935958862,0.8019380569458008,0.7812964916229248,1.499139583989745
000000256192.jpg,norm,0.3,0.5673916153677017,0.7877198457717896,0.8027707934379578,0.7812964916229248,3.9677939169923775
000000256192.jpg,norm,0.5,1.1380327540411959,0.9221714735031128,0.7695573568344116,0.7812964916229248,1.9782321660022717
000000256192.jpg,norm,0.7,0.9451482996569744,0.9484778046607971,0.8367504477500916,0.7812964916229248,2.3819468339788727
000000255664.jpg,baseline,1.0,1.0,1.0,0.8240224123001099,0.8240224123001099,6.38736483300454
000000255664.jpg,attention,0.1,4.114059713011844,0.43414679169654846,0.35530346632003784,0.8240224123001099,1.55256979202386
000000255664.jpg,attention,0.3,1.773419682534441,0.6146429181098938,0.46491530537605286,0.8240224123001099,3.6017220829962753
000000255664.jpg,attention,0.5,0.865903562515897,0.5906280875205994,0.5415923595428467,0.8240224123001099,7.37653141701594
000000255664.jpg,attention,0.7,1.0979289556375764,0.5595905780792236,0.4443903863430023,0.8240224123001099,5.817648583004484
000000255664.jpg,similarity,0.1,4.8055715187876,0.6942170262336731,0.8044670224189758,0.8240224123001099,1.32915820897324
000000255664.jpg,similarity,0.3,1.0173116663136763,0.8998640775680542,0.7183349132537842,0.8240224123001099,6.2786705829785205
000000255664.jpg,similarity,0.5,3.9036787988215624,0.9225878715515137,0.8767220973968506,0.8240224123001099,1.6362424170074519
000000255664.jpg,similarity,0.7,1.1930820757823066,0.8913179039955139,0.7506953477859497,0.8240224123001099,5.353667583025526
000000255664.jpg,norm,0.1,4.321343356668863,0.6145107746124268,0.6116611957550049,0.8240224123001099,1.4780970420106314
000000255664.jpg,norm,0.3,0.9832811407258099,0.9450618028640747,0.815018892288208,0.8240224123001099,6.495970041985856
000000255664.jpg,norm,0.5,1.2449620483430186,0.9053381085395813,0.7444885969161987,0.8240224123001099,5.130569916975219
000000255664.jpg,norm,0.7,0.8879368989593712,0.9591146111488342,0.8201133012771606,0.8240224123001099,7.193489582976326
000000443498.jpg,baseline,1.0,1.0,1.0,0.7447940707206726,0.7447940707206726,9.273572584002977
000000443498.jpg,attention,0.1,5.515543474816817,0.3992937505245209,0.3809930086135864,0.7447940707206726,1.6813524589815643
